batch_id,product_id,store_id,batch_number,received_date,manufacturing_date,expiry_date,initial_quantity,remaining_quantity,unit_cost,status
BATCH-000940,P0025,S04,P0025-S04-CURRENT,2025-12-31,2025-12-24,2026-06-22,129,129,14.81,active
BATCH-000941,P0025,S04,P0025-S04-HIST,2025-01-01,2024-12-25,2025-06-23,200,0,14.81,depleted
BATCH-000942,P0026,S04,P0026-S04-CURRENT,2025-12-31,2025-12-24,2026-06-22,212,212,21.61,active
BATCH-000943,P0026,S04,P0026-S04-HIST,2025-01-01,2024-12-25,2025-06-23,258,0,21.61,depleted
BATCH-000944,P0027,S04,P0027-S04-CURRENT,2025-12-31,2025-12-25,2026-02-23,208,208,14.8,active
BATCH-000945,P0027,S04,P0027-S04-HIST,2025-01-01,2024-12-26,2025-02-24,215,0,14.8,depleted
BATCH-000946,P0028,S04,P0028-S04-CURRENT,2025-12-31,2025-12-25,2026-02-23,25,25,16.96,active
BATCH-000947,P0028,S04,P0028-S04-HIST,2025-01-01,2024-12-26,2025-02-24,182,0,16.96,depleted
BATCH-000948,P0029,S04,P0029-S04-CURRENT,2025-12-31,2025-12-27,2026-02-10,130,130,23.36,active
BATCH-000949,P0029,S04,P0029-S04-HIST,2025-01-01,2024-12-28,2025-02-11,81,0,23.36,depleted
BATCH-000950,P0030,S04,P0030-S04-CURRENT,2025-12-31,2025-12-24,2026-12-24,155,155,20.52,active
BATCH-000951,P0030,S04,P0030-S04-HIST,2025-01-01,2024-12-25,2025-12-25,89,0,20.52,depleted
BATCH-000952,P0031,S04,P0031-S04-CURRENT,2025-12-31,2025-12-27,2026-02-10,148,148,15.32,active
BATCH-000953,P0031,S04,P0031-S04-HIST,2025-01-01,2024-12-28,2025-02-11,119,0,15.32,depleted
BATCH-000954,P0032,S04,P0032-S04-CURRENT,2025-12-31,2025-12-27,2026-02-10,284,284,1.58,active
BATCH-000955,P0032,S04,P0032-S04-HIST,2025-01-01,2024-12-28,2025-02-11,162,0,1.58,depleted
BATCH-000956,P0033,S04,P0033-S04-CURRENT,2025-12-31,2025-12-27,2026-02-10,99,99,2.34,active
BATCH-000957,P0033,S04,P0033-S04-HIST,2025-01-01,2024-12-28,2025-02-11,276,0,2.34,depleted
BATCH-000958,P0034,S04,P0034-S04-CURRENT,2025-12-31,2025-12-28,2026-01-27,123,123,9.43,active
BATCH-000959,P0034,S04,P0034-S04-HIST,2025-01-01,2024-12-29,2025-01-28,254,0,9.43,depleted
BATCH-000960,P0035,S04,P0035-S04-CURRENT,2025-12-31,2025-12-24,2026-06-22,308,308,22.16,active
BATCH-000961,P0035,S04,P0035-S04-HIST,2025-01-01,2024-12-25,2025-06-23,362,0,22.16,depleted
BATCH-000962,P0036,S04,P0036-S04-CURRENT,2025-12-31,2025-12-24,2026-03-24,108,108,18.55,active
BATCH-000963,P0036,S04,P0036-S04-HIST,2025-01-01,2024-12-25,2025-03-25,61,0,18.55,depleted
BATCH-000964,P0037,S04,P0037-S04-CURRENT,2025-12-31,2025-12-25,2026-02-23,53,53,5.39,active
BATCH-000965,P0037,S04,P0037-S04-HIST,2025-01-01,2024-12-26,2025-02-24,109,0,5.39,depleted
BATCH-000966,P0038,S04,P0038-S04-CURRENT,2025-12-31,2025-12-25,2026-02-23,204,204,7.33,active
BATCH-000967,P0038,S04,P0038-S04-HIST,2025-01-01,2024-12-26,2025-02-24,232,0,7.33,depleted
BATCH-000968,P0039,S04,P0039-S04-CURRENT,2025-12-31,2025-12-27,2026-02-10,63,63,3.33,active
BATCH-000969,P0039,S04,P0039-S04-HIST,2025-01-01,2024-12-28,2025-02-11,50,0,3.33,depleted
BATCH-000970,P0040,S04,P0040-S04-CURRENT,2025-12-31,2025-12-24,2026-03-24,56,56,15.35,active
BATCH-000971,P0040,S04,P0040-S04-HIST,2025-01-01,2024-12-25,2025-03-25,30,0,15.35,depleted
BATCH-000972,P0041,S04,P0041-S04-CURRENT,2025-12-31,2025-12-24,2026-12-24,270,270,18.13,active
BATCH-000973,P0041,S04,P0041-S04-HIST,2025-01-01,2024-12-25,2025-12-25,187,0,18.13,depleted
BATCH-000974,P0042,S04,P0042-S04-CURRENT,2025-12-31,2025-12-25,2026-02-23,205,205,21.28,active
BATCH-000975,P0042,S04,P0042-S04-HIST,2025-01-01,2024-12-26,2025-02-24,195,0,21.28,depleted
BATCH-000976,P0043,S04,P0043-S04-CURRENT,2025-12-31,2025-12-24,2026-03-24,168,168,3.62,active
BATCH-000977,P0043,S04,P0043-S04-HIST,2025-01-01,2024-12-25,2025-03-25,242,0,3.62,depleted
BATCH-000978,P0044,S04,P0044-S04-CURRENT,2025-12-31,2025-12-24,2026-06-22,47,47,5.65,active
BATCH-000979,P0044,S04,P0044-S04-HIST,2025-01-01,2024-12-25,2025-06-23,196,0,5.65,depleted
BATCH-000980,P0045,S04,P0045-S04-CURRENT,2025-12-31,2025-12-24,2026-06-22,306,306,4.66,active
BATCH-000981,P0045,S04,P0045-S04-HIST,2025-01-01,2024-12-25,2025-06-23,290,0,4.66,depleted
BATCH-000982,P0046,S04,P0046-S04-CURRENT,2025-12-31,2025-12-24,2026-03-24,254,254,4.11,active
BATCH-000983,P0046,S04,P0046-S04-HIST,2025-01-01,2024-12-25,2025-03-25,169,0,4.11,depleted
BATCH-000984,P0047,S04,P0047-S04-CURRENT,2025-12-31,2025-12-28,2026-01-27,118,118,6.48,active
BATCH-000985,P0047,S04,P0047-S04-HIST,2025-01-01,2024-12-29,2025-01-28,106,0,6.48,depleted
BATCH-000986,P0048,S04,P0048-S04-CURRENT,2025-12-31,2025-12-24,2026-03-24,291,291,6.61,active
BATCH-000987,P0048,S04,P0048-S04-HIST,2025-01-01,2024-12-25,2025-03-25,263,0,6.61,depleted
BATCH-000988,P0049,S04,P0049-S04-CURRENT,2025-12-31,2025-12-24,2026-03-24,65,65,10.96,active
BATCH-000989,P0049,S04,P0049-S04-HIST,2025-01-01,2024-12-25,2025-03-25,180,0,10.96,depleted
BATCH-000990,P0050,S04,P0050-S04-CURRENT,2025-12-31,2025-12-24,2026-12-24,189,189,6.36,active
BATCH-000991,P0050,S04,P0050-S04-HIST,2025-01-01,2024-12-25,2025-12-25,150,0,6.36,depleted
BATCH-000992,P0051,S04,P0051-S04-CURRENT,2025-12-31,2025-12-27,2026-02-10,133,133,4.2,active
BATCH-000993,P0051,S04,P0051-S04-HIST,2025-01-01,2024-12-28,2025-02-11,122,0,4.2,depleted
BATCH-000994,P0052,S04,P0052-S04-CURRENT,2025-12-31,2025-12-24,2026-03-24,244,244,2.03,active
BATCH-000995,P0052,S04,P0052-S04-HIST,2025-01-01,2024-12-25,2025-03-25,131,0,2.03,depleted
BATCH-000996,P0053,S04,P0053-S04-CURRENT,2025-12-31,2025-12-24,2026-03-24,53,53,21.41,active
BATCH-000997,P0053,S04,P0053-S04-HIST,2025-01-01,2024-12-25,2025-03-25,85,0,21.41,depleted
BATCH-000998,P0054,S04,P0054-S04-CURRENT,2025-12-31,2025-12-24,2026-03-24,62,62,8.74,active
BATCH-000999,P0054,S04,P0054-S04-HIST,2025-01-01,2024-12-25,2025-03-25,42,0,8.74,depleted
BATCH-001000,P0055,S04,P0055-S04-CURRENT,2025-12-31,2025-12-27,2026-02-10,155,155,11.0,active
BATCH-001001,P0055,S04,P0055-S04-HIST,2025-01-01,2024-12-28,2025-02-11,163,0,11.0,depleted
BATCH-001002,P0056,S04,P0056-S04-CURRENT,2025-12-31,2025-12-24,2026-03-24,50,50,19.15,active
BATCH-001003,P0056,S04,P0056-S04-HIST,2025-01-01,2024-12-25,2025-03-25,176,0,19.15,depleted
BATCH-001004,P0057,S04,P0057-S04-CURRENT,2025-12-31,2025-12-24,2026-12-24,39,39,16.43,active
BATCH-001005,P0057,S04,P0057-S04-HIST,2025-01-01,2024-12-25,2025-12-25,76,0,16.43,depleted
BATCH-001006,P0058,S04,P0058-S04-CURRENT,2025-12-31,2025-12-27,2026-02-10,82,82,12.1,active
BATCH-001007,P0058,S04,P0058-S04-HIST,2025-01-01,2024-12-28,2025-02-11,122,0,12.1,depleted
BATCH-001008,P0059,S04,P0059-S04-CURRENT,2025-12-31,2025-12-27,2026-02-10,160,160,18.1,active
BATCH-001009,P0059,S04,P0059-S04-HIST,2025-01-01,2024-12-28,2025-02-11,155,0,18.1,depleted
BATCH-001010,P0060,S04,P0060-S04-CURRENT,2025-12-31,2025-12-24,2026-12-24,393,393,5.36,active
BATCH-001011,P0060,S04,P0060-S04-HIST,2025-01-01,2024-12-25,2025-12-25,239,0,5.36,depleted
BATCH-001012,P0061,S04,P0061-S04-CURRENT,2025-12-31,2025-12-28,2026-01-27,146,146,13.55,active
BATCH-001013,P0061,S04,P0061-S04-HIST,2025-01-01,2024-12-29,2025-01-28,340,0,13.55,depleted
BATCH-001014,P0062,S04,P0062-S04-CURRENT,2025-12-31,2025-12-24,2026-12-24,97,97,16.07,active
BATCH-001015,P0062,S04,P0062-S04-HIST,2025-01-01,2024-12-25,2025-12-25,106,0,16.07,depleted
BATCH-001016,P0063,S04,P0063-S04-CURRENT,2025-12-31,2025-12-25,2026-02-23,170,170,20.73,active
BATCH-001017,P0063,S04,P0063-S04-HIST,2025-01-01,2024-12-26,2025-02-24,125,0,20.73,depleted
BATCH-001018,P0064,S04,P0064-S04-CURRENT,2025-12-31,2025-12-27,2026-02-10,42,42,1.2,active
BATCH-001019,P0064,S04,P0064-S04-HIST,2025-01-01,2024-12-28,2025-02-11,133,0,1.2,depleted
BATCH-001020,P0065,S04,P0065-S04-CURRENT,2025-12-31,2025-12-28,2026-01-27,105,105,0.75,active
BATCH-001021,P0065,S04,P0065-S04-HIST,2025-01-01,2024-12-29,2025-01-28,219,0,0.75,depleted
BATCH-001022,P0066,S04,P0066-S04-CURRENT,2025-12-31,2025-12-27,2026-02-10,118,118,19.93,active
BATCH-001023,P0066,S04,P0066-S04-HIST,2025-01-01,2024-12-28,2025-02-11,126,0,19.93,depleted
BATCH-001024,P0067,S04,P0067-S04-CURRENT,2025-12-31,2025-12-24,2026-12-24,362,362,13.51,active
BATCH-001025,P0067,S04,P0067-S04-HIST,2025-01-01,2024-12-25,2025-12-25,304,0,13.51,depleted
BATCH-001026,P0068,S04,P0068-S04-CURRENT,2025-12-31,2025-12-28,2026-01-27,136,136,3.46,active
BATCH-001027,P0068,S04,P0068-S04-HIST,2025-01-01,2024-12-29,2025-01-28,69,0,3.46,depleted
BATCH-001028,P0069,S04,P0069-S04-CURRENT,2025-12-31,2025-12-25,2026-02-23,207,207,7.76,active
BATCH-001029,P0069,S04,P0069-S04-HIST,2025-01-01,2024-12-26,2025-02-24,127,0,7.76,depleted
BATCH-001030,P0070,S04,P0070-S04-CURRENT,2025-12-31,2025-12-24,2026-12-24,232,232,7.66,active
BATCH-001031,P0070,S04,P0070-S04-HIST,2025-01-01,2024-12-25,2025-12-25,202,0,7.66,depleted
BATCH-001032,P0071,S04,P0071-S04-CURRENT,2025-12-31,2025-12-28,2026-01-27,93,93,11.29,active
BATCH-001033,P0071,S04,P0071-S04-HIST,2025-01-01,2024-12-29,2025-01-28,50,0,11.29,depleted
BATCH-001034,P0072,S04,P0072-S04-CURRENT,2025-12-31,2025-12-27,2026-02-10,177,177,15.92,active
BATCH-001035,P0072,S04,P0072-S04-HIST,2025-01-01,2024-12-28,2025-02-11,126,0,15.92,depleted
BATCH-001036,P0073,S04,P0073-S04-CURRENT,2025-12-31,2025-12-25,2026-02-23,29,29,9.82,active
BATCH-001037,P0073,S04,P0073-S04-HIST,2025-01-01,2024-12-26,2025-02-24,236,0,9.82,depleted
BATCH-001038,P0074,S04,P0074-S04-CURRENT,2025-12-31,2025-12-27,2026-02-10,100,100,5.67,active
BATCH-001039,P0074,S04,P0074-S04-HIST,2025-01-01,2024-12-28,2025-02-11,143,0,5.67,depleted
BATCH-001040,P0075,S04,P0075-S04-CURRENT,2025-12-31,2025-12-28,2026-01-27,168,168,17.39,active
BATCH-001041,P0075,S04,P0075-S04-HIST,2025-01-01,2024-12-29,2025-01-28,269,0,17.39,depleted
BATCH-001042,P0076,S04,P0076-S04-CURRENT,2025-12-31,2025-12-24,2026-12-24,52,52,6.22,active
BATCH-001043,P0076,S04,P0076-S04-HIST,2025-01-01,2024-12-25,2025-12-25,54,0,6.22,depleted
BATCH-001044,P0077,S04,P0077-S04-CURRENT,2025-12-31,2025-12-25,2026-02-23,87,87,2.25,active
BATCH-001045,P0077,S04,P0077-S04-HIST,2025-01-01,2024-12-26,2025-02-24,44,0,2.25,depleted
BATCH-001046,P0078,S04,P0078-S04-CURRENT,2025-12-31,2025-12-28,2026-01-27,181,181,12.76,active
BATCH-001047,P0078,S04,P0078-S04-HIST,2025-01-01,2024-12-29,2025-01-28,217,0,12.76,depleted
BATCH-001048,P0079,S04,P0079-S04-CURRENT,2025-12-31,2025-12-24,2026-06-22,413,413,6.11,active
BATCH-001049,P0079,S04,P0079-S04-HIST,2025-01-01,2024-12-25,2025-06-23,321,0,6.11,depleted
BATCH-001050,P0080,S04,P0080-S04-CURRENT,2025-12-31,2025-12-25,2026-02-23,51,51,13.21,active
BATCH-001051,P0080,S04,P0080-S04-HIST,2025-01-01,2024-12-26,2025-02-24,133,0,13.21,depleted
BATCH-001052,P0081,S04,P0081-S04-CURRENT,2025-12-31,2025-12-27,2026-02-10,376,376,8.67,active
BATCH-001053,P0081,S04,P0081-S04-HIST,2025-01-01,2024-12-28,2025-02-11,285,0,8.67,depleted
BATCH-001054,P0082,S04,P0082-S04-CURRENT,2025-12-31,2025-12-28,2026-01-27,385,385,2.66,active
BATCH-001055,P0082,S04,P0082-S04-HIST,2025-01-01,2024-12-29,2025-01-28,235,0,2.66,depleted
BATCH-001056,P0083,S04,P0083-S04-CURRENT,2025-12-31,2025-12-24,2026-03-24,91,91,5.1,active
BATCH-001057,P0083,S04,P0083-S04-HIST,2025-01-01,2024-12-25,2025-03-25,71,0,5.1,depleted
BATCH-001058,P0084,S04,P0084-S04-CURRENT,2025-12-31,2025-12-28,2026-01-27,72,72,22.08,active
BATCH-001059,P0084,S04,P0084-S04-HIST,2025-01-01,2024-12-29,2025-01-28,63,0,22.08,depleted
BATCH-001060,P0085,S04,P0085-S04-CURRENT,2025-12-31,2025-12-28,2026-01-27,381,381,6.01,active
BATCH-001061,P0085,S04,P0085-S04-HIST,2025-01-01,2024-12-29,2025-01-28,279,0,6.01,depleted
BATCH-001062,P0086,S04,P0086-S04-CURRENT,2025-12-31,2025-12-27,2026-02-10,75,75,20.95,active
BATCH-001063,P0086,S04,P0086-S04-HIST,2025-01-01,2024-12-28,2025-02-11,69,0,20.95,depleted
BATCH-001064,P0087,S04,P0087-S04-CURRENT,2025-12-31,2025-12-25,2026-02-23,293,293,22.04,active
BATCH-001065,P0087,S04,P0087-S04-HIST,2025-01-01,2024-12-26,2025-02-24,335,0,22.04,depleted
BATCH-001066,P0088,S04,P0088-S04-CURRENT,2025-12-31,2025-12-27,2026-02-10,163,163,14.71,active
BATCH-001067,P0088,S04,P0088-S04-HIST,2025-01-01,2024-12-28,2025-02-11,181,0,14.71,depleted
BATCH-001068,P0089,S04,P0089-S04-CURRENT,2025-12-31,2025-12-27,2026-02-10,91,91,11.66,active
BATCH-001069,P0089,S04,P0089-S04-HIST,2025-01-01,2024-12-28,2025-02-11,190,0,11.66,depleted
BATCH-001070,P0090,S04,P0090-S04-CURRENT,2025-12-31,2025-12-24,2026-03-24,127,127,12.09,active
BATCH-001071,P0090,S04,P0090-S04-HIST,2025-01-01,2024-12-25,2025-03-25,173,0,12.09,depleted
BATCH-001072,P0091,S04,P0091-S04-CURRENT,2025-12-31,2025-12-28,2026-01-27,180,180,24.15,active
BATCH-001073,P0091,S04,P0091-S04-HIST,2025-01-01,2024-12-29,2025-01-28,239,0,24.15,depleted
BATCH-001074,P0092,S04,P0092-S04-CURRENT,2025-12-31,2025-12-25,2026-02-23,335,335,24.26,active
BATCH-001075,P0092,S04,P0092-S04-HIST,2025-01-01,2024-12-26,2025-02-24,232,0,24.26,depleted
BATCH-001076,P0093,S04,P0093-S04-CURRENT,2025-12-31,2025-12-25,2026-02-23,68,68,21.55,active
BATCH-001077,P0093,S04,P0093-S04-HIST,2025-01-01,2024-12-26,2025-02-24,50,0,21.55,depleted
BATCH-001078,P0094,S04,P0094-S04-CURRENT,2025-12-31,2025-12-24,2026-12-24,91,91,2.71,active
BATCH-001079,P0094,S04,P0094-S04-HIST,2025-01-01,2024-12-25,2025-12-25,70,0,2.71,depleted
BATCH-001080,P0095,S04,P0095-S04-CURRENT,2025-12-31,2025-12-27,2026-02-10,238,238,7.69,active
BATCH-001081,P0095,S04,P0095-S04-HIST,2025-01-01,2024-12-28,2025-02-11,125,0,7.69,depleted
BATCH-001082,P0096,S04,P0096-S04-CURRENT,2025-12-31,2025-12-27,2026-02-10,59,59,21.84,active
BATCH-001083,P0096,S04,P0096-S04-HIST,2025-01-01,2024-12-28,2025-02-11,46,0,21.84,depleted
BATCH-001084,P0097,S04,P0097-S04-CURRENT,2025-12-31,2025-12-24,2026-03-24,163,163,16.84,active
BATCH-001085,P0097,S04,P0097-S04-HIST,2025-01-01,2024-12-25,2025-03-25,241,0,16.84,depleted
BATCH-001086,P0098,S04,P0098-S04-CURRENT,2025-12-31,2025-12-24,2026-12-24,265,265,7.83,active
BATCH-001087,P0098,S04,P0098-S04-HIST,2025-01-01,2024-12-25,2025-12-25,198,0,7.83,depleted
BATCH-001088,P0099,S04,P0099-S04-CURRENT,2025-12-31,2025-12-24,2026-06-22,194,194,6.31,active
BATCH-001089,P0099,S04,P0099-S04-HIST,2025-01-01,2024-12-25,2025-06-23,88,0,6.31,depleted
BATCH-001090,P0100,S04,P0100-S04-CURRENT,2025-12-31,2025-12-24,2026-12-24,361,361,14.37,active
BATCH-001091,P0100,S04,P0100-S04-HIST,2025-01-01,2024-12-25,2025-12-25,230,0,14.37,depleted
BATCH-001092,P0101,S04,P0101-S04-CURRENT,2025-12-31,2025-12-24,2026-06-23,40,40,79.05,active
BATCH-001093,P0101,S04,P0101-S04-HIST,2025-01-01,2024-12-25,2025-06-24,90,0,79.05,depleted
BATCH-001094,P0102,S04,P0102-S04-CURRENT,2025-12-31,2025-12-24,2026-06-23,85,85,137.12,active
BATCH-001095,P0102,S04,P0102-S04-HIST,2025-01-01,2024-12-25,2025-06-24,166,0,137.12,depleted
BATCH-001096,P0103,S04,P0103-S04-CURRENT,2025-12-31,2025-12-30,2026-01-12,14,14,78.53,near_expiry
BATCH-001097,P0103,S04,P0103-S04-HIST,2025-01-01,2024-12-31,2025-01-13,102,0,78.53,depleted
BATCH-001098,P0104,S04,P0104-S04-CURRENT,2025-12-31,2025-12-30,2026-01-13,205,205,323.55,near_expiry
BATCH-001099,P0104,S04,P0104-S04-HIST,2025-01-01,2024-12-31,2025-01-14,145,0,323.55,depleted
BATCH-001100,P0105,S04,P0105-S04-CURRENT,2025-12-31,2025-12-30,2026-01-10,97,97,190.0,near_expiry
BATCH-001101,P0105,S04,P0105-S04-HIST,2025-01-01,2024-12-31,2025-01-11,211,0,190.0,depleted
BATCH-001102,P0106,S04,P0106-S04-CURRENT,2025-12-31,2025-12-30,2026-01-07,69,69,111.71,near_expiry
BATCH-001103,P0106,S04,P0106-S04-HIST,2025-01-01,2024-12-31,2025-01-08,190,0,111.71,depleted
BATCH-001104,P0107,S04,P0107-S04-CURRENT,2025-12-31,2025-12-24,2026-12-30,196,196,162.2,active
BATCH-001105,P0107,S04,P0107-S04-HIST,2025-01-01,2024-12-25,2025-12-31,206,0,162.2,depleted
BATCH-001106,P0108,S04,P0108-S04-CURRENT,2025-12-31,2025-12-24,2026-12-26,41,41,140.51,active
BATCH-001107,P0108,S04,P0108-S04-HIST,2025-01-01,2024-12-25,2025-12-27,151,0,140.51,depleted
BATCH-001108,P0109,S04,P0109-S04-CURRENT,2025-12-31,2025-12-24,2027-06-24,301,301,163.65,active
BATCH-001109,P0109,S04,P0109-S04-HIST,2025-01-01,2024-12-25,2026-06-25,239,0,163.65,depleted
BATCH-001110,P0110,S04,P0110-S04-CURRENT,2025-12-31,2025-12-24,2027-12-30,13,13,283.16,active
BATCH-001111,P0110,S04,P0110-S04-HIST,2025-01-01,2024-12-25,2026-12-31,165,0,283.16,depleted
BATCH-001112,P0111,S04,P0111-S04-CURRENT,2025-12-31,2025-12-24,2026-06-25,94,94,332.45,active
BATCH-001113,P0111,S04,P0111-S04-HIST,2025-01-01,2024-12-25,2025-06-26,120,0,332.45,depleted
BATCH-001114,P0112,S04,P0112-S04-CURRENT,2025-12-31,2025-12-24,2026-12-31,29,29,125.38,active
BATCH-001115,P0112,S04,P0112-S04-HIST,2025-01-01,2024-12-25,2026-01-01,55,0,125.38,depleted
BATCH-001116,P0113,S04,P0113-S04-CURRENT,2025-12-31,2025-12-24,2026-06-24,33,33,106.31,active
BATCH-001117,P0113,S04,P0113-S04-HIST,2025-01-01,2024-12-25,2025-06-25,170,0,106.31,depleted
BATCH-001118,P0114,S04,P0114-S04-CURRENT,2025-12-31,2025-12-24,2026-06-24,15,15,211.41,active
BATCH-001119,P0114,S04,P0114-S04-HIST,2025-01-01,2024-12-25,2025-06-25,263,0,211.41,depleted
BATCH-001120,P0115,S04,P0115-S04-CURRENT,2025-12-31,2025-12-30,2026-01-12,72,72,201.0,near_expiry
BATCH-001121,P0115,S04,P0115-S04-HIST,2025-01-01,2024-12-31,2025-01-13,52,0,201.0,depleted
BATCH-001122,P0116,S04,P0116-S04-CURRENT,2025-12-31,2025-12-30,2026-01-08,32,32,183.29,near_expiry
BATCH-001123,P0116,S04,P0116-S04-HIST,2025-01-01,2024-12-31,2025-01-09,95,0,183.29,depleted
BATCH-001124,P0117,S04,P0117-S04-HIST,2025-01-01,2024-12-31,2025-01-12,51,0,210.47,depleted
BATCH-001125,P0118,S04,P0118-S04-CURRENT,2025-12-31,2025-12-30,2026-01-11,84,84,191.4,near_expiry
BATCH-001126,P0118,S04,P0118-S04-HIST,2025-01-01,2024-12-31,2025-01-12,119,0,191.4,depleted
BATCH-001127,P0119,S04,P0119-S04-CURRENT,2025-12-31,2025-12-24,2026-12-26,144,144,50.84,active
BATCH-001128,P0119,S04,P0119-S04-HIST,2025-01-01,2024-12-25,2025-12-27,117,0,50.84,depleted
BATCH-001129,P0120,S04,P0120-S04-CURRENT,2025-12-31,2025-12-24,2026-12-22,172,172,138.22,active
BATCH-001130,P0120,S04,P0120-S04-HIST,2025-01-01,2024-12-25,2025-12-23,66,0,138.22,depleted
BATCH-001131,P0121,S04,P0121-S04-CURRENT,2025-12-31,2025-12-24,2027-06-16,64,64,207.13,active
BATCH-001132,P0121,S04,P0121-S04-HIST,2025-01-01,2024-12-25,2026-06-17,173,0,207.13,depleted
BATCH-001133,P0122,S04,P0122-S04-CURRENT,2025-12-31,2025-12-24,2027-12-31,25,25,313.17,active
BATCH-001134,P0122,S04,P0122-S04-HIST,2025-01-01,2024-12-25,2027-01-01,129,0,313.17,depleted
BATCH-001135,P0123,S04,P0123-S04-CURRENT,2025-12-31,2025-12-24,2026-06-20,8,8,332.53,active
BATCH-001136,P0123,S04,P0123-S04-HIST,2025-01-01,2024-12-25,2025-06-21,224,0,332.53,depleted
BATCH-001137,P0124,S04,P0124-S04-CURRENT,2025-12-31,2025-12-24,2026-12-24,17,17,241.7,active
BATCH-001138,P0124,S04,P0124-S04-HIST,2025-01-01,2024-12-25,2025-12-25,94,0,241.7,depleted
BATCH-001139,P0125,S04,P0125-S04-CURRENT,2025-12-31,2025-12-24,2026-06-29,26,26,24.24,active
BATCH-001140,P0125,S04,P0125-S04-HIST,2025-01-01,2024-12-25,2025-06-30,232,0,24.24,depleted
BATCH-001141,P0126,S04,P0126-S04-CURRENT,2025-12-31,2025-12-24,2026-06-26,93,93,206.13,active
BATCH-001142,P0126,S04,P0126-S04-HIST,2025-01-01,2024-12-25,2025-06-27,164,0,206.13,depleted
BATCH-001143,P0127,S04,P0127-S04-CURRENT,2025-12-31,2025-12-30,2026-01-14,115,115,82.12,near_expiry
BATCH-001144,P0127,S04,P0127-S04-HIST,2025-01-01,2024-12-31,2025-01-15,234,0,82.12,depleted
BATCH-001145,P0128,S04,P0128-S04-HIST,2025-01-01,2024-12-31,2025-01-11,88,0,237.67,depleted
BATCH-001146,P0129,S04,P0129-S04-CURRENT,2025-12-31,2025-12-30,2026-01-11,157,157,96.98,near_expiry
BATCH-001147,P0129,S04,P0129-S04-HIST,2025-01-01,2024-12-31,2025-01-12,150,0,96.98,depleted
BATCH-001148,P0130,S04,P0130-S04-HIST,2025-01-01,2024-12-31,2025-01-06,218,0,223.12,depleted
BATCH-001149,P0131,S04,P0131-S04-CURRENT,2025-12-31,2025-12-24,2026-12-27,46,46,42.35,active
BATCH-001150,P0131,S04,P0131-S04-HIST,2025-01-01,2024-12-25,2025-12-28,129,0,42.35,depleted
BATCH-001151,P0132,S04,P0132-S04-CURRENT,2025-12-31,2025-12-24,2026-12-28,101,101,126.04,active
BATCH-001152,P0132,S04,P0132-S04-HIST,2025-01-01,2024-12-25,2025-12-29,101,0,126.04,depleted
BATCH-001153,P0133,S04,P0133-S04-CURRENT,2025-12-31,2025-12-24,2027-06-19,89,89,240.64,active
BATCH-001154,P0133,S04,P0133-S04-HIST,2025-01-01,2024-12-25,2026-06-20,82,0,240.64,depleted
BATCH-001155,P0134,S04,P0134-S04-CURRENT,2025-12-31,2025-12-24,2027-12-22,66,66,47.69,active
BATCH-001156,P0134,S04,P0134-S04-HIST,2025-01-01,2024-12-25,2026-12-23,53,0,47.69,depleted
BATCH-001157,P0135,S04,P0135-S04-CURRENT,2025-12-31,2025-12-24,2026-06-29,32,32,190.31,active
BATCH-001158,P0135,S04,P0135-S04-HIST,2025-01-01,2024-12-25,2025-06-30,282,0,190.31,depleted
BATCH-001159,P0136,S04,P0136-S04-CURRENT,2025-12-31,2025-12-24,2026-12-25,48,48,125.16,active
BATCH-001160,P0136,S04,P0136-S04-HIST,2025-01-01,2024-12-25,2025-12-26,107,0,125.16,depleted
BATCH-001161,P0137,S04,P0137-S04-CURRENT,2025-12-31,2025-12-24,2026-06-22,43,43,238.85,active
BATCH-001162,P0137,S04,P0137-S04-HIST,2025-01-01,2024-12-25,2025-06-23,70,0,238.85,depleted
BATCH-001163,P0138,S04,P0138-S04-CURRENT,2025-12-31,2025-12-24,2026-06-25,126,126,336.3,active
BATCH-001164,P0138,S04,P0138-S04-HIST,2025-01-01,2024-12-25,2025-06-26,197,0,336.3,depleted
BATCH-001165,P0139,S04,P0139-S04-CURRENT,2025-12-31,2025-12-30,2026-01-16,119,119,313.53,active
BATCH-001166,P0139,S04,P0139-S04-HIST,2025-01-01,2024-12-31,2025-01-17,46,0,313.53,depleted
BATCH-001167,P0140,S04,P0140-S04-CURRENT,2025-12-31,2025-12-30,2026-01-11,236,236,297.94,near_expiry
BATCH-001168,P0140,S04,P0140-S04-HIST,2025-01-01,2024-12-31,2025-01-12,224,0,297.94,depleted
BATCH-001169,P0141,S04,P0141-S04-HIST,2025-01-01,2024-12-31,2025-01-06,73,0,219.45,depleted
BATCH-001170,P0142,S04,P0142-S04-CURRENT,2025-12-31,2025-12-30,2026-01-07,33,33,337.95,near_expiry
BATCH-001171,P0142,S04,P0142-S04-HIST,2025-01-01,2024-12-31,2025-01-08,69,0,337.95,depleted
BATCH-001172,P0143,S04,P0143-S04-CURRENT,2025-12-31,2025-12-24,2026-12-29,25,25,141.33,active
BATCH-001173,P0143,S04,P0143-S04-HIST,2025-01-01,2024-12-25,2025-12-30,72,0,141.33,depleted
BATCH-001174,P0144,S04,P0144-S04-CURRENT,2025-12-31,2025-12-24,2026-12-31,56,56,125.2,active
